Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:CNB,"Carnaby Resources Limited (ASX:CNB)",https://www.listcorp.com/asx/cnb/carnaby-resources-limited,"	42460400",0.365,0.01,1.39,Materials
ASX:NCL,"Netccentric Limited (ASX:NCL)",https://www.listcorp.com/asx/ncl/netccentric-limited,"	42451700",0.15,0.00,0,"Communication Services"
ASX:TPC,"TPC Consolidated Limited (ASX:TPC)",https://www.listcorp.com/asx/tpc/tpc-consolidated-limited,"	42089800",3.7,0.00,0,Utilities
ASX:LRT,"Lowell Resources Fund (ASX:LRT)",https://www.listcorp.com/asx/lrt/lowell-resources-fund,"	42075600",1.5,0.00,0,Financials
ASX:MCL,"Mighty Craft Limited (ASX:MCL)",https://www.listcorp.com/asx/mcl/mighty-craft-limited,"	42068200",0.335,0.01,3.08,"Consumer Discretionary"
ASX:HNG,"HGL Limited (ASX:HNG)",https://www.listcorp.com/asx/hng/hgl-limited,"	42043300",0.235,0.00,0,Industrials
ASX:KRR,"King River Resources Limited (ASX:KRR)",https://www.listcorp.com/asx/krr/king-river-resources-limited,"	41945200",0.026,-0.00,-3.7,Materials
ASX:RNO,"Rhinomed (ASX:RNO)",https://www.listcorp.com/asx/rno/rhinomed,"	41878500",0.17,0.00,3.03,"Health Care"
ASX:AME,"Alto Metals Limited (ASX:AME)",https://www.listcorp.com/asx/ame/alto-metals-limited,"	41874200",0.091,-0.00,-2.15,Materials
ASX:SGQ,"St George Mining (ASX:SGQ)",https://www.listcorp.com/asx/sgq/st-george-mining,"	41832600",0.07,-0.00,-1.41,Materials
ASX:DKM,"Duketon Mining Limited (ASX:DKM)",https://www.listcorp.com/asx/dkm/duketon-mining-limited,"	41784400",0.32,-0.03,-7.25,Materials
ASX:VEN,"Vintage Energy Ltd (ASX:VEN)",https://www.listcorp.com/asx/ven/vintage-energy-ltd,"	41766100",0.07,0.00,1.45,Energy
ASX:CD1,"Cordish Dixon Private Equity Fund I (ASX:CD1)",https://www.listcorp.com/asx/cd1/cordish-dixon-private-equity-fund-i,"	41744700",1.07,0.00,0,Financials
ASX:MKAX,"Montaka Global Extension Fund (ASX:MKAX)",https://www.listcorp.com/asx/mkax/montaka-global-extension-fund,"	41721800",3.7,0.00,0,Financials
ASX:BYI,"Beyond International (ASX:BYI)",https://www.listcorp.com/asx/byi/beyond-international,"	41709100",0.65,-0.03,-4.41,"Communication Services"
ASX:RCL,"ReadCloud Limited (ASX:RCL)",https://www.listcorp.com/asx/rcl/readcloud-limited,"	41411100",0.35,0.00,0,"Information Technology"
ASX:KPO,"Kalina Power Limited (ASX:KPO)",https://www.listcorp.com/asx/kpo/kalinapower-limited,"	41170700",0.034,-0.00,-5.56,Utilities
ASX:VBS,"Vectus Biosystems Limited (ASX:VBS)",https://www.listcorp.com/asx/vbs/vectus-biosystems-limited,"	41152000",1.3,0.00,0,"Health Care"
ASX:KTD,"Keytone Dairy Corporation Limited (ASX:KTD)",https://www.listcorp.com/asx/ktd/keytone-dairy-corporation-limited,"	40964500",0.155,0.00,3.33,"Consumer Staples"
ASX:CIW,"Clime Investment Management (ASX:CIW)",https://www.listcorp.com/asx/ciw/clime-investment-management,"	40902700",0.615,0.00,0,Financials
ASX:QHL,"Quickstep Holdings (ASX:QHL)",https://www.listcorp.com/asx/qhl/quickstep,"	40827400",0.056,-0.00,-1.75,Industrials
ASX:CLE,"Cyclone Metals Limited (ASX:CLE)",https://www.listcorp.com/asx/cle/cyclone-metals-limited,"	40790100",0.009,0.00,0,Materials
ASX:BIT,"Biotron Limited (ASX:BIT)",https://www.listcorp.com/asx/bit/biotron,"	40712100",0.06,0.00,3.45,"Health Care"
ASX:SIH,"Sihayo Gold (ASX:SIH)",https://www.listcorp.com/asx/sih/sihayo-gold,"	40540100",0.01,-0.00,-9.09,Materials
ASX:EM1,"Emerge Gaming Limited (ASX:EM1)",https://www.listcorp.com/asx/em1/emerge-gaming-limited,"	40364500",0.033,-0.00,-8.33,"Communication Services"
ASX:CCA,"Change Financial Limited (ASX:CCA)",https://www.listcorp.com/asx/cca/change-financial,"	40275500",0.1,0.00,0,"Information Technology"
ASX:EPM,"Eclipse Metals (ASX:EPM)",https://www.listcorp.com/asx/epm/eclipse-metals,"	40193100",0.023,0.00,9.52,Energy
ASX:AFL,"AF Legal Group Ltd (ASX:AFL)",https://www.listcorp.com/asx/afl/af-legal-group-ltd,"	40191000",0.57,0.02,3.64,Industrials
ASX:KRM,"Kingsrose Mining (ASX:KRM)",https://www.listcorp.com/asx/krm/kingsrose-mining,"	40150400",0.055,0.00,0,Materials
ASX:ASW,"Advanced Share Registry Ltd (ASX:ASW)",https://www.listcorp.com/asx/asw/advanced-share-registry,"	39970900",0.94,0.01,1.08,Financials
ASX:BAT,"Battery Minerals Limited (ASX:BAT)",https://www.listcorp.com/asx/bat/battery-minerals-limited,"	39953700",0.018,-0.00,-5.26,Materials
ASX:DCC,"DigitalX Limited (ASX:DCC)",https://www.listcorp.com/asx/dcc/digitalx-limited,"	39942500",0.054,0.00,0,"Information Technology"
ASX:RFT,"Rectifier Technologies (ASX:RFT)",https://www.listcorp.com/asx/rft/rectifier-technologies,"	39872200",0.03,0.00,3.45,Industrials
ASX:CAD,"Caeneus Minerals (ASX:CAD)",https://www.listcorp.com/asx/cad/caeneus-minerals,"	39869900",0.009,-0.00,-10,Materials
ASX:HFY,"Hubify Limited (ASX:HFY)",https://www.listcorp.com/asx/hfy/hubify-limited,"	39808300",0.085,0.00,4.94,"Communication Services"
ASX:VBC,"Verbrec Limited (ASX:VBC)",https://www.listcorp.com/asx/vbc/verbrec-limited,"	39674500",0.18,0.00,0,Industrials
ASX:RPM,"RPM Automotive Group Limited (ASX:RPM)",https://www.listcorp.com/asx/rpm/rpm-automotive-group-limited,"	39560600",0.335,0.01,3.08,"Consumer Discretionary"
ASX:EBG,"Eumundi Group (ASX:EBG)",https://www.listcorp.com/asx/ebg/eumundi-group,"	39466200",0.93,-0.02,-2.11,"Consumer Discretionary"
ASX:EQR,"EQ Resources Limited (ASX:EQR)",https://www.listcorp.com/asx/eqr/eq-resources-limited,"	39400600",0.03,0.00,0,Materials
ASX:EXL,"Elixinol Wellness Limited (ASX:EXL)",https://www.listcorp.com/asx/exl/elixinol-wellness-limited,"	39382900",0.125,0.00,0,"Consumer Staples"
ASX:GAL,"Galileo Mining Limited (ASX:GAL)",https://www.listcorp.com/asx/gal/galileo-mining-limited,"	39352800",0.27,-0.01,-1.82,Materials
ASX:NYR,"Nyrada Inc (ASX:NYR)",https://www.listcorp.com/asx/nyr/nyrada-inc,"	39328900",0.335,0.02,4.69,"Health Care"
ASX:EAS,"Easton Investments Limited (ASX:EAS)",https://www.listcorp.com/asx/eas/easton-investments,"	39117300",1.04,0.00,0,Financials
ASX:HMD,"HeraMED Limited (ASX:HMD)",https://www.listcorp.com/asx/hmd/heramed-limited,"	38924500",0.225,0.00,2.27,"Health Care"
ASX:MTC,"MetalsTech Limited (ASX:MTC)",https://www.listcorp.com/asx/mtc/metalstech-limited,"	38876000",0.25,0.00,2.04,Materials
ASX:AFA,"ASF Group (ASX:AFA)",https://www.listcorp.com/asx/afa/asf-group,"	38843600",0.049,0.00,0,Financials
ASX:AKM,"Aspire Mining (ASX:AKM)",https://www.listcorp.com/asx/akm/aspire-mining,"	38580400",0.076,0.00,0,Materials
ASX:TON,"Triton Minerals (ASX:TON)",https://www.listcorp.com/asx/ton/triton-minerals,"	38571900",0.034,0.00,0,Materials
ASX:MNB,"Minbos Resources (ASX:MNB)",https://www.listcorp.com/asx/mnb/minbos-resources,"	38514700",0.086,0.00,3.61,Materials
ASX:OSP,"Osprey Medical (ASX:OSP)",https://www.listcorp.com/asx/osp/osprey-medical,"	38486700",0.014,-0.00,-6.67,"Health Care"
ASX:ACR,"Acrux Limited (ASX:ACR)",https://www.listcorp.com/asx/acr/acrux,"	38246200",0.135,0.00,0,"Health Care"
ASX:JAT,"Jatcorp Limited (ASX:JAT)",https://www.listcorp.com/asx/jat/jatcorp-limited,"	38225000",0.022,-0.00,-4.35,"Consumer Discretionary"
ASX:VRS,"Veris Limited (ASX:VRS)",https://www.listcorp.com/asx/vrs/veris-limited,"	37838200",0.07,-0.00,-4.11,Industrials
ASX:KAT,"Katana Capital (ASX:KAT)",https://www.listcorp.com/asx/kat/katana-capital,"	37766800",1.06,0.00,0,Financials
ASX:FTC,"FinTech Chain Limited (ASX:FTC)",https://www.listcorp.com/asx/ftc/fintech-chain-limited,"	37744600",0.058,0.00,0,"Information Technology"
ASX:BHL,"Boyuan Holdings Limited (ASX:BHL)",https://www.listcorp.com/asx/bhl/boyuan-holdings-limited,"	37744300",0.11,0.00,0,"Real Estate"
ASX:ARD,"Argent Minerals Limited (ASX:ARD)",https://www.listcorp.com/asx/ard/argent-minerals-limited,"	37704500",0.04,-0.00,-6.98,Materials
ASX:CLA,"Celsius Resources Limited (ASX:CLA)",https://www.listcorp.com/asx/cla/celsius-resources-limited,"	37700200",0.034,-0.00,-5.56,Materials
ASX:DVN,"Devine Limited (ASX:DVN)",https://www.listcorp.com/asx/dvn/devine-limited,"	37698500",0.25,0.01,5.26,"Real Estate"
ASX:NTI,"Neurotech International Limited (ASX:NTI)",https://www.listcorp.com/asx/nti/neurotech-international-limited,"	37628200",0.053,-0.00,-1.85,"Health Care"
ASX:MTH,"Mithril Resources (ASX:MTH)",https://www.listcorp.com/asx/mth/mithril-resources,"	37603700",0.018,0.00,12.5,Materials
ASX:PXS,"Pharmaxis Ltd (ASX:PXS)",https://www.listcorp.com/asx/pxs/pharmaxis,"	37592700",0.089,0.01,7.23,"Health Care"
ASX:MYG,"Mayfield Group Holdings Limited (ASX:MYG)",https://www.listcorp.com/asx/myg/mayfield-group-holdings-limited,"	37561000",0.44,0.00,0,Industrials
ASX:TSL,"Titanium Sands Limited (ASX:TSL)",https://www.listcorp.com/asx/tsl/titanium-sands-limited,"	37498300",0.03,0.00,0,Materials
ASX:RLT,"Renergen Limited (ASX:RLT)",https://www.listcorp.com/asx/rlt/renergen-limited,"	37365200",1.67,0.04,2.45,Energy
ASX:HSC,"HSC Technology Ltd (ASX:HSC)",https://www.listcorp.com/asx/hsc/hsc-technology-ltd,"	37349000",0.018,-0.00,-5.26,"Information Technology"
ASX:GC1,"Glennon Small Companies Limited (ASX:GC1)",https://www.listcorp.com/asx/gc1/glennon-small-companies-limited,"	37311700",0.83,0.02,2.47,Financials
ASX:HT8,"Harris Technology Group (ASX:HT8)",https://www.listcorp.com/asx/ht8/harris-technology-group,"	37224400",0.13,0.01,4,"Consumer Discretionary"
ASX:RES,"Resource Generation Limited (ASX:RES)",https://www.listcorp.com/asx/res/resgen,"	37208300",0.064,0.00,0,Energy
ASX:VMX,"Valmec Limited (ASX:VMX)",https://www.listcorp.com/asx/vmx/valmec,"	37135500",0.295,0.00,0,Energy
ASX:HIL,"Hills Limited (ASX:HIL)",https://www.listcorp.com/asx/hil/hills-limited,"	37117700",0.155,-0.01,-3.13,"Information Technology"
ASX:OSX,"Osteopore Limited (ASX:OSX)",https://www.listcorp.com/asx/osx/osteopore-limited,"	37068000",0.48,0.00,1.05,"Health Care"
ASX:RAP,"Resapp Health (ASX:RAP)",https://www.listcorp.com/asx/rap/resapp,"	36945500",0.043,0.00,0,"Health Care"
ASX:PGM,"Platina Resources (ASX:PGM)",https://www.listcorp.com/asx/pgm/platina-resources,"	36922500",0.082,-0.00,-3.53,Materials
ASX:SKN,"Skin Elements Limited (ASX:SKN)",https://www.listcorp.com/asx/skn/skin-elements-limited,"	36747700",0.1,0.00,0,"Consumer Staples"
ASX:OVT,"Ovato Limited (ASX:OVT)",https://www.listcorp.com/asx/ovt/ovato-limited,"	36638400",0.003,0.00,0,Industrials
ASX:WAK,"WA Kaolin Limited (ASX:WAK)",https://www.listcorp.com/asx/wak/wa-kaolin-limited,"	36623800",0.25,0.02,8.7,Materials
ASX:MPA,"Mad Paws Holdings Limited (ASX:MPA)",https://www.listcorp.com/asx/mpa/mad-paws-holdings-limited,"	36508700",0.19,0.00,0,"Consumer Discretionary"
ASX:MSR,"Manas Resources (ASX:MSR)",https://www.listcorp.com/asx/msr/manas-resources,"	36471900",0.01,-0.00,-9.09,Materials
ASX:AIQ,"Alternative Investment Trust (ASX:AIQ)",https://www.listcorp.com/asx/aiq/alternative-investment-trust,"	36412700",0.13,0.00,0,Financials
ASX:IMC,"Immuron Limited (ASX:IMC)",https://www.listcorp.com/asx/imc/immuron,"	36359500",0.16,0.00,0,"Health Care"
ASX:ADR,"Adherium Limited (ASX:ADR)",https://www.listcorp.com/asx/adr/adherium-limited,"	36137500",0.018,0.00,5.88,"Health Care"
ASX:LM8,"Lunnon Metals Limited (ASX:LM8)",https://www.listcorp.com/asx/lm8/lunnon-metals-limited,"	36002100",0.47,0.00,0,Materials
ASX:AV1,"Adveritas Limited (ASX:AV1)",https://www.listcorp.com/asx/av1/adveritas-limited,"	35892300",0.1,0.00,0,"Information Technology"
ASX:CHL,"Camplify Holdings Limited (ASX:CHL)",https://www.listcorp.com/asx/chl/camplify-holdings-limited,"	35892100",1.31,-0.02,-1.5,Unclassified
ASX:EME,"Energy Metals (ASX:EME)",https://www.listcorp.com/asx/eme/energy-metals,"	35646200",0.17,0.00,0,Energy
ASX:TLM,"Talisman Mining (ASX:TLM)",https://www.listcorp.com/asx/tlm/talisman-mining,"	35459400",0.18,-0.01,-5.26,Materials
ASX:ERM,"Emmerson Resources (ASX:ERM)",https://www.listcorp.com/asx/erm/emmerson-resources,"	35374900",0.071,0.00,0,Materials
ASX:VIP,"VIP Gloves Limited (ASX:VIP)",https://www.listcorp.com/asx/vip/vip-gloves-limited,"	35364700",0.047,0.00,4.44,"Health Care"
ASX:FFR,"Firefly Resources Limited (ASX:FFR)",https://www.listcorp.com/asx/ffr/firefly-resources-limited,"	35344000",0.115,0.00,0,Materials
ASX:WHK,"WhiteHawk Limited (ASX:WHK)",https://www.listcorp.com/asx/whk/whitehawk-limited,"	35196600",0.16,0.01,3.23,"Consumer Discretionary"
ASX:RCP,"Redbank Copper (ASX:RCP)",https://www.listcorp.com/asx/rcp/redbank-copper,"	35064200",0.068,0.00,0,Materials
ASX:BDA,"BOD Australia Limited (ASX:BDA)",https://www.listcorp.com/asx/bda/bod-australia-limited,"	34921900",0.325,-0.01,-1.52,"Health Care"
ASX:DEL,"Delorean Corporation Limited (ASX:DEL)",https://www.listcorp.com/asx/del/delorean-corporation-limited,"	34920300",0.19,-0.00,-2.56,Utilities
ASX:DOU,"Douugh Limited (ASX:DOU)",https://www.listcorp.com/asx/dou/douugh-limited,"	34870900",0.094,-0.00,-1.05,"Information Technology"
ASX:MPX,"Mustera Property Group Limited (ASX:MPX)",https://www.listcorp.com/asx/mpx/mustera-property-group-limited,"	34867900",0.29,-0.01,-3.33,"Real Estate"
ASX:ROG,"Red Sky Energy (ASX:ROG)",https://www.listcorp.com/asx/rog/red-sky-energy,"	34810700",0.008,0.00,6.67,Energy
ASX:DTR,"Dateline Resources Limited (ASX:DTR)",https://www.listcorp.com/asx/dtr/dateline-resources,"	34755400",0.09,-0.00,-2.17,Materials
ASX:MMI,"Metro Mining Limited (ASX:MMI)",https://www.listcorp.com/asx/mmi/metro-mining-limited,"	34735300",0.018,0.00,5.88,Materials
ASX:MFD,"Mayfield Childcare Limited (ASX:MFD)",https://www.listcorp.com/asx/mfd/mayfield-childcare-limited,"	34665100",1.07,-0.01,-0.47,"Consumer Discretionary"
ASX:LNU,"Linius Technologies Limited (ASX:LNU)",https://www.listcorp.com/asx/lnu/linius-technologies-limited,"	34594900",0.023,0.00,0,"Information Technology"
ASX:TD1,"TALI Digital Limited (ASX:TD1)",https://www.listcorp.com/asx/td1/tali-digital-limited,"	34480500",0.037,0.00,0,"Health Care"
ASX:BWF,"Blackwall Limited (ASX:BWF)",https://www.listcorp.com/asx/bwf/blackwall-limited,"	34412100",0.545,0.00,0,Financials
ASX:RDM,"Red Metal Limited (ASX:RDM)",https://www.listcorp.com/asx/rdm/red-metal-limited,"	34382800",0.14,0.00,0,Materials
ASX:NSX,"NSX Limited (ASX:NSX)",https://www.listcorp.com/asx/nsx/nsx-limited,"	34351600",0.13,0.01,4,Financials
ASX:IGE,"Integrated Green Energy Solutions (ASX:IGE)",https://www.listcorp.com/asx/ige/integrated-green-energy-solutions,"	34331500",0.13,0.00,0,Industrials
ASX:1AD,"Adalta Limited (ASX:1AD)",https://www.listcorp.com/asx/1ad/adalta-limited,"	34325100",0.14,0.00,0,"Health Care"
ASX:GML,"Gateway Mining (ASX:GML)",https://www.listcorp.com/asx/gml/gateway-mining,"	34265400",0.019,0.00,5.56,Materials
ASX:S66,"Star Combo Pharma (ASX:S66)",https://www.listcorp.com/asx/s66/star-combo-pharma,"	33678100",0.255,0.01,2,"Consumer Staples"
ASX:AWN,"AWN Holdings Limited (ASX:AWN)",https://www.listcorp.com/asx/awn/awn-holdings-limited,"	33660200",0.85,0.00,0,Industrials
ASX:TTB,"Total Brain Limited (ASX:TTB)",https://www.listcorp.com/asx/ttb/total-brain-limited,"	33574200",0.29,-0.02,-6.45,"Health Care"
ASX:BNZ,"Benz Mining Corp (ASX:BNZ)",https://www.listcorp.com/asx/bnz/benz-mining-corp,"	33503800",0.86,-0.03,-3.37,Materials
ASX:STM,"Sunstone Metals Limited (ASX:STM)",https://www.listcorp.com/asx/stm/sunstone-metals-limited,"	33149800",0.018,0.00,20,Materials
ASX:STK,"Strickland Metals Limited (ASX:STK)",https://www.listcorp.com/asx/stk/strickland-metals-limited,"	33098800",0.043,-0.00,-4.44,Materials
ASX:AVE,"Avecho Biotechnology Limited (ASX:AVE)",https://www.listcorp.com/asx/ave/avecho-biotechnology-limited,"	33050100",0.018,0.00,0,"Health Care"
ASX:VYS,"Vysarn Limited (ASX:VYS)",https://www.listcorp.com/asx/vys/vysarn-limited,"	33029500",0.096,0.00,3.23,Materials
ASX:ARN,"Aldoro Resources Limited (ASX:ARN)",https://www.listcorp.com/asx/arn/aldoro-resources-limited,"	33011600",0.4,-0.01,-2.44,Materials
ASX:ISD,"Isentia Group (ASX:ISD)",https://www.listcorp.com/asx/isd/isentia-group,"	33000000",0.165,0.00,0,"Information Technology"
ASX:BTN,"Butn Limited (ASX:BTN)",https://www.listcorp.com/asx/btn/butn-limited,"	32840200",0.495,-0.01,-1.98,Unclassified
ASX:AON,"Apollo Minerals (ASX:AON)",https://www.listcorp.com/asx/aon/apollo-minerals,"	32833200",0.085,0.00,0,Materials
ASX:SOV,"Sovereign Cloud Holdings Limited (ASX:SOV)",https://www.listcorp.com/asx/sov/sovereign-cloud-holdings,"	32802700",0.63,0.01,0.8,"Information Technology"
ASX:HLX,"Helix Resources (ASX:HLX)",https://www.listcorp.com/asx/hlx/helix-resources,"	32682500",0.027,0.00,3.85,Materials
ASX:PRO,"Prophecy International (ASX:PRO)",https://www.listcorp.com/asx/pro/prophecy-international,"	32668500",0.515,0.00,0.98,"Information Technology"
ASX:SHP,"South Harz Potash Ltd (ASX:SHP)",https://www.listcorp.com/asx/shp/south-harz-potash-ltd,"	32655600",0.079,0.00,2.6,Materials
ASX:CRR,"Critical Resources Limited (ASX:CRR)",https://www.listcorp.com/asx/crr/critical-resources-limited,"	32653700",0.031,0.00,0,Materials
ASX:REE,"RareX Limited (ASX:REE)",https://www.listcorp.com/asx/ree/rarex-limited,"	32650700",0.075,0.00,0,Materials
ASX:SKY,"Sky Metals Limited (ASX:SKY)",https://www.listcorp.com/asx/sky/sky-metals-limited,"	32644600",0.105,0.00,0,Materials
ASX:CBL,"CBL Corporation Limited (ASX:CBL)",https://www.listcorp.com/asx/cbl/cbl-corporation-limited,"	32642300",0.66,0.01,1.54,"Health Care"
ASX:HXG,"Hexagon Resources (ASX:HXG)",https://www.listcorp.com/asx/hxg/hexagon-resources,"	32559000",0.071,-0.00,-2.74,Materials
ASX:HPP,"Health and Plant Protein Group Limited (ASX:HPP)",https://www.listcorp.com/asx/hpp/health-and-plant-protein-group-limited,"	32547500",0.27,0.01,1.89,"Consumer Staples"
ASX:AR3,"Australian Rare Earths Limited (ASX:AR3)",https://www.listcorp.com/asx/ar3/australian-rare-earths-limited,"	32467900",0.71,-0.02,-2.07,Unclassified
ASX:RDN,"Raiden Resources Limited (ASX:RDN)",https://www.listcorp.com/asx/rdn/raiden-resources-limited,"	32464700",0.029,0.00,11.54,Materials
ASX:PNC,"Pioneer Credit (ASX:PNC)",https://www.listcorp.com/asx/pnc/pioneer-credit,"	32301400",0.475,0.00,0,Financials
ASX:AJL,"AJ Lucas Group (ASX:AJL)",https://www.listcorp.com/asx/ajl/aj-lucas,"	32299700",0.027,0.00,0,Industrials
ASX:SUD,"Suda Pharmaceuticals Ltd (ASX:SUD)",https://www.listcorp.com/asx/sud/suda-pharmaceuticals-ltd,"	32214900",0.064,-0.00,-4.48,"Health Care"
ASX:XTE,"XTEK Limited (ASX:XTE)",https://www.listcorp.com/asx/xte/xtek,"	31966500",0.445,-0.00,-1.11,Industrials
ASX:AKG,"Academies Australasia (ASX:AKG)",https://www.listcorp.com/asx/akg/academies-australasia,"	31903600",0.26,0.01,4,"Consumer Discretionary"
ASX:IP1,"Integrated Payment Technologies (ASX:IP1)",https://www.listcorp.com/asx/ip1/integrated-payment-technologies,"	31809500",0.026,0.00,0,"Information Technology"
ASX:GBR,"Great Boulder Resources (ASX:GBR)",https://www.listcorp.com/asx/gbr/great-boulder-resources,"	31766900",0.09,0.00,0,Materials
ASX:CAF,"Centrepoint Alliance (ASX:CAF)",https://www.listcorp.com/asx/caf/centrepoint-alliance,"	31742300",0.22,0.00,0,Financials
ASX:SMG,"Soon Mining Limited (ASX:SMG)",https://www.listcorp.com/asx/smg/soon-mining-limited,"	31644600",0.2,0.00,0,Materials
ASX:CZR,"CZR Resources Ltd (ASX:CZR)",https://www.listcorp.com/asx/czr/czr-resources-ltd,"	31383200",0.01,-0.00,-9.09,Materials
ASX:JAY,"Jayride Group Limited (ASX:JAY)",https://www.listcorp.com/asx/jay/jayride-group-limited,"	31246000",0.23,0.00,0,"Consumer Discretionary"
ASX:AGS,"Alliance Resources (ASX:AGS)",https://www.listcorp.com/asx/ags/alliance-resources,"	31202600",0.15,0.00,0,Materials
ASX:RVS,"Revasum Inc. (ASX:RVS)",https://www.listcorp.com/asx/rvs/revasum-inc.,"	31159600",0.31,0.01,5.08,"Information Technology"
ASX:TRY,"Troy Resources (ASX:TRY)",https://www.listcorp.com/asx/try/troy-resources,"	31067300",0.039,0.00,0,Materials
ASX:PNX,"PNX Metals Limited (ASX:PNX)",https://www.listcorp.com/asx/pnx/pnx-metals-limited,"	31043600",0.0085,0.00,0,Materials
ASX:BSR,"Bassari Resources (ASX:BSR)",https://www.listcorp.com/asx/bsr/bassari-resources,"	31040800",0.013,0.00,0,Materials
ASX:PGY,"Pilot Energy Limited (ASX:PGY)",https://www.listcorp.com/asx/pgy/pilot-energy-limited,"	31028900",0.082,0.00,0,Energy
ASX:WLD,"Wellard Limited (ASX:WLD)",https://www.listcorp.com/asx/wld/wellard-limited,"	30812500",0.058,0.00,0,"Consumer Staples"
ASX:GEV,"Global Energy Ventures (ASX:GEV)",https://www.listcorp.com/asx/gev/global-energy-ventures,"	30744000",0.07,0.00,2.94,Energy
ASX:MAG,"Magmatic Resources Limited (ASX:MAG)",https://www.listcorp.com/asx/mag/magmatic-resources-limited,"	30707000",0.15,0.01,7.14,Materials
ASX:CAE,"Cannindah Resources Limited (ASX:CAE)",https://www.listcorp.com/asx/cae/cannindah-resources-limited,"	30614000",0.058,-0.00,-1.69,Materials
ASX:CTO,"Citigold Corporation (ASX:CTO)",https://www.listcorp.com/asx/cto/citigold-corporation,"	30580000",0.011,0.00,0,Materials
ASX:APH,"Australian Primary Hemp Limited (ASX:APH)",https://www.listcorp.com/asx/aph/australian-primary-hemp-limited,"	30564100",0.39,-0.01,-2.5,"Consumer Staples"
ASX:BLY,"Boart Longyear (ASX:BLY)",https://www.listcorp.com/asx/bly/boart-longyear,"	30536600",0.34,-0.01,-1.45,Materials
ASX:JNO,"Juno Minerals Limited (ASX:JNO)",https://www.listcorp.com/asx/jno/juno-minerals-limited,"	30523000",0.235,0.01,4.44,Materials
